PLAYER_NAME,PLAYER_ID,Position_cluster,Position,DFGA_LT06,DFGA_6to10,DFGA_10to15,DFGA_15to3PT,DFGA_3PT,FG_LT_06_DefEPV,FG_6_to_10_DefEPV,FG_10_to_15_DefEPV,FG_15_to_3PT_DefEPV,FG3_DefEPV,LT5_OffEPV,5to10_OffEPV,10to15_OffEPV,15to3PT_OffEPV,3PT_OffEPV,BIG CLOSE RIM LT5,BIG CLOSE RIM 5TO10,BIG CLOSE RIM 10TO15,BIG CLOSE 15TO3,BIG CLOSE RIM 3,BIG STRETCH LT5,BIG STRETCH 5TO10,BIG STRETCH 10TO15,BIG STRETCH 15TO3,BIG STRETCH 3,BALLH PENETRATE LT5,BALLH PEN 5TO10,BALLH PEN 10TO15,BALLH PEN 15TO3,BALLH PEN 3,BALLH PER LT5,BALLH PER 5TO10,BALLH PER 10TO15,BALLH PER 15TO3,BALLH PER 3,WING SLASH LT5,WING SLASH 5TO10,WING SLASH 10TO15,WING SLASH 15TO3,WING SLASH 3,WING PER LT5,WING PER 5TO10,WING PER 10TO15,WING PER 15TO3,WING PER 3,BIG SCORE CLOSE LT5,BIG SCORE CLOSE 5TO10,BIG SCORE CLOSE 10TO15,BIG SCORE CLOSE 15TO3PT,BIG SCORE CLOSE 3,BIG SCORE STRETCH LT5,BIG SCORE STRETCH 5TO10,BIG SCORE STRETCH 10TO15,BIG SCORE STRETCH 15TO3,BIG SCORE STRETCH 3,BALLH PEN SCORE LT5,BALLH PENSCORE 5TO10,BALLH PEN SCORE 10TO15,BALLH PEN SCORE 15TO3,BALLH PEN SCORE 3,BALLH PER SCORE LT5,BALLH PER SCORE 5TO10,BALLH PER SCORE 10TO15,BALLH PER SCORE 15TO3,BALL PER SCORE 3,WING SLASH SCORE LT5,WING SLASH SCORE 5TO10,WING SLASH SCORE 10TO15,WING SLASH SCORE 15TO3 ,WING SLASH SCORE 3,WING PER SCORE LT5,WING PER SCORE 5TO10 ,WING PER SCORE 10TO15,WING PER SCORE 15TO3 ,WING PER SCORE 3,BIG CLOSE,BIG STRETCH,BALLH PEN,BALLH PER,WING SLASH,WING PER,Total
Jamal Murray,1627750,1,Ball-Handler,0.21589404,0.116556291,0.101986755,0.218543046,0.347019868,-0.94,-1.06,-0.96,-2.08,-5.43,4.8,1,1.2,3,12.6,2.355517602,0.410400837,0.173377483,0.628023702,0.936953642,1.366242659,0.259502686,0.152787705,0.718305635,1.956406348,2.040198675,0.279735099,0.220971302,1.078145695,4.788874172,1.447811866,0.217888904,0.177332072,0.940181106,5.167055007,1.900871708,0.288951178,0.228165717,1.008347451,4.089185276,1.153916419,0.183542666,0.162709903,0.797807719,4.580662252,1.415517602,-0.649599163,-0.786622517,-1.451976298,-4.493046358,0.426242659,-0.800497314,-0.807212295,-1.361694365,-3.473593652,1.100198675,-0.780264901,-0.739028698,-1.001854305,-0.641125828,0.507811866,-0.842111096,-0.782667928,-1.139818894,-0.262944993,0.960871708,-0.771048822,-0.731834283,-1.071652549,-1.340814724,0.213916419,-0.876457334,-0.797290097,-1.282192281,-0.849337748,-1.472680376,-6.016754967,-2.062075055,-2.519731045,-2.954478669,-3.591361041,-18.61708115
Richard Jefferson,2210,2,Wing,0.233502538,0.087563452,0.092639594,0.204314721,0.381979695,-1.32,-0.78,-0.8,-2.16,-5.91,2.8,0.4,0.2,0.6,7.2,2.547635586,0.308315522,0.15748731,0.587135987,1.031345178,1.477674552,0.194952591,0.138784599,0.671540082,2.153500623,2.206598985,0.210152284,0.20071912,1.007952623,5.271319797,1.565896612,0.163690045,0.161079457,0.878970268,5.68759971,2.055908393,0.217075906,0.207254161,0.942698619,4.501142132,1.248030807,0.137887275,0.147797421,0.745866153,5.04213198,1.227635586,-0.471684478,-0.64251269,-1.572864013,-4.878654822,0.157674552,-0.585047409,-0.661215401,-1.488459918,-3.756499377,0.886598985,-0.569847716,-0.59928088,-1.152047377,-0.638680203,0.245896612,-0.616309955,-0.638920543,-1.281029732,-0.22240029,0.735908393,-0.562924094,-0.592745839,-1.217301381,-1.408857868,-0.071969193,-0.642112725,-0.652202579,-1.414133847,-0.86786802,-1.459425594,-6.333547553,-2.073257191,-2.512763908,-3.045920789,-3.648286364,-19.0732014
Marreese Speights,201578,0,Big,0.435173299,0.15661104,0.079589217,0.163029525,0.165596919,-2.38,-1.14,-0.92,-1.74,-2.76,4,0.8,0.6,1,10.2,4.747969732,0.551435714,0.135301669,0.468495372,0.447111682,2.75390801,0.348681183,0.119233657,0.535844212,0.933591687,4.112387677,0.375866496,0.172443303,0.80427899,2.285237484,2.91832543,0.29276676,0.138387781,0.701359671,2.465704331,3.831549094,0.388249694,0.178057737,0.752210646,1.951347882,2.325926254,0.246617385,0.12697682,0.595151461,2.185879332,2.367969732,-0.588564286,-0.784698331,-1.271504628,-2.312888318,0.37390801,-0.791318817,-0.800766343,-1.204155788,-1.826408313,1.732387677,-0.764133504,-0.747556697,-0.93572101,-0.474762516,0.53832543,-0.84723324,-0.781612219,-1.038640329,-0.294295669,1.451549094,-0.751750306,-0.741942263,-0.987789354,-0.808652118,-0.054073746,-0.893382615,-0.79302318,-1.144848539,-0.574120668,-0.276797514,-4.24874125,-1.18978605,-2.423456027,-1.838584948,-3.459448748,-13.43681454
E'Twaun Moore,202734,1,Ball-Handler,0.286390533,0.117159763,0.088757396,0.162130178,0.34556213,-1.74,-1.36,-0.86,-1.64,-4.95,4.2,2.4,2,2.6,8.4,3.124671442,0.412525693,0.150887574,0.465910931,0.933017751,1.812365747,0.260846265,0.132968628,0.532888244,1.948188009,2.706390533,0.281183432,0.192307692,0.799842209,4.768757396,1.920569979,0.219017027,0.154329187,0.697490641,5.145349595,2.521568735,0.290447227,0.198568873,0.748061098,4.072007706,1.530708019,0.184492961,0.141603754,0.591868326,4.561420118,1.384671442,-0.947474307,-0.709112426,-1.174089069,-4.016982249,0.072365747,-1.099153735,-0.727031372,-1.107111756,-3.001811991,0.966390533,-1.078816568,-0.667692308,-0.840157791,-0.181242604,0.180569979,-1.140982973,-0.705670813,-0.942509359,0.195349595,0.781568735,-1.069552773,-0.661431127,-0.891938902,-0.877992294,-0.209291981,-1.175507039,-0.718396246,-1.048131674,-0.388579882,-1.44600436,-5.862743106,-1.801518738,-2.41324357,-2.71934636,-3.539906822,-17.78276296
Nemanja Bjelica,202357,0,Big,0.398956975,0.109517601,0.069100391,0.134289439,0.288135593,-2.76,-0.92,-0.7,-1.12,-4.74,3.6,1.2,0.4,0.2,8.1,4.352830577,0.385617237,0.117470665,0.385905442,0.777966102,2.524720179,0.24383164,0.103520209,0.441381516,1.624432363,3.770143416,0.262842243,0.149717514,0.662494568,3.976271186,2.675454328,0.204730862,0.120150068,0.577718649,4.29028018,3.512676996,0.271501774,0.154592038,0.619605227,3.395309421,2.132356247,0.172458751,0.110242923,0.490233632,3.803389831,1.592830577,-0.534382763,-0.582529335,-0.734094558,-3.962033898,-0.235279821,-0.67616836,-0.596479791,-0.678618484,-3.115567637,1.010143416,-0.657157757,-0.550282486,-0.457505432,-0.763728814,-0.084545672,-0.715269138,-0.579849932,-0.542281351,-0.44971982,0.752676996,-0.648498226,-0.545407962,-0.500394773,-1.344690579,-0.627643753,-0.747541249,-0.589757077,-0.629766368,-0.936610169,-0.258176079,-5.302114093,-1.418531073,-2.371665913,-2.286314545,-3.531318617,-15.16812032
Larry Nance Jr.,1626204,0,Big,0.414351852,0.113425926,0.048611111,0.15162037,0.271990741,-2.16,-1.28,-0.52,-1.4,-4.77,5.4,1.6,0.8,2.4,1.8,4.520796784,0.399378655,0.082638889,0.435709064,0.734375,2.622143606,0.252533194,0.072824948,0.498344689,1.53341195,3.915625,0.272222222,0.105324074,0.747993827,3.753472222,2.778694255,0.212037037,0.08452381,0.652277022,4.049886621,3.648223514,0.281190784,0.10875323,0.699569337,3.205062984,2.214639208,0.17861324,0.077554278,0.55350149,3.590277778,2.360796784,-0.880621345,-0.437361111,-0.964290936,-4.035625,0.462143606,-1.027466806,-0.447175052,-0.901655311,-3.23658805,1.755625,-1.007777778,-0.414675926,-0.652006173,-1.016527778,0.618694255,-1.067962963,-0.43547619,-0.747722978,-0.720113379,1.488223514,-0.998809216,-0.41124677,-0.700430663,-1.564937016,0.054639208,-1.10138676,-0.442445722,-0.84649851,-1.179722222,0.078523392,-5.150741614,-1.335362654,-2.352581255,-2.187200151,-3.515414006,-14.46277629
Malcolm Brogdon,1627763,2,Wing,0.282051282,0.107448107,0.083028083,0.151404151,0.376068376,-1.32,-1.12,-0.78,-1.64,-5.97,7.8,1.2,1,1.8,7.8,3.077327935,0.378330441,0.141147741,0.435087719,1.015384615,1.78490566,0.239224088,0.124385468,0.497634022,2.120174165,2.665384615,0.257875458,0.17989418,0.746927147,5.18974359,1.891470434,0.200862176,0.144367197,0.651346839,5.599581371,2.483363148,0.266371355,0.1857512,0.698571713,4.431484794,1.507515473,0.169199893,0.132463195,0.552712167,4.964102564,1.757327935,-0.741669559,-0.638852259,-1.204912281,-4.954615385,0.46490566,-0.880775912,-0.655614532,-1.142365978,-3.849825835,1.345384615,-0.862124542,-0.60010582,-0.893072853,-0.78025641,0.571470434,-0.919137824,-0.635632803,-0.988653161,-0.370418629,1.163363148,-0.853628645,-0.5942488,-0.941428287,-1.538515206,0.187515473,-0.950800107,-0.647536805,-1.087287833,-1.005897436,-0.828106163,-6.063676596,-1.79017501,-2.342371982,-2.76445779,-3.504006708,-17.29279425
T.J. McConnell,204456,1,Ball-Handler,0.20349563,0.111111111,0.08988764,0.254681648,0.34082397,-0.92,-1.04,-0.84,-2.3,-5.13,5.2,2.6,1.8,1.4,2.1,2.220244431,0.39122807,0.152808989,0.73187463,0.920224719,1.287781782,0.247379455,0.134661861,0.837085718,1.921475514,1.923033708,0.266666667,0.194756554,1.256429463,4.703370787,1.364666616,0.207709751,0.156294428,1.095650845,5.074799358,1.791708039,0.275452196,0.201097465,1.175089278,4.016174549,1.087649059,0.174968072,0.143406948,0.929734384,4.498876404,1.300244431,-0.64877193,-0.687191011,-1.56812537,-4.209775281,0.367781782,-0.792620545,-0.705338139,-1.462914282,-3.208524486,1.003033708,-0.773333333,-0.645243446,-1.043570537,-0.426629213,0.444666616,-0.832290249,-0.683705572,-1.204349155,-0.055200642,0.871708039,-0.764547804,-0.638902535,-1.124910722,-1.113825451,0.167649059,-0.865031928,-0.696593052,-1.370265616,-0.631123596,-1.603843879,-5.801615669,-1.885742821,-2.330879003,-2.770478472,-3.395365133,-17.78792498
Meyers Leonard,203086,0,Big,0.40234375,0.171875,0.088541667,0.173177083,0.1640625,-2.74,-1.48,-0.76,-1.58,-2.13,1.4,0.6,0.6,2,8.7,4.389782072,0.605180921,0.150520833,0.49765625,0.44296875,2.546152712,0.382665094,0.13264544,0.569197131,0.924941038,3.802148438,0.4125,0.191840278,0.854340278,2.2640625,2.698166454,0.32130102,0.153954082,0.745014881,2.442857143,3.542496366,0.426090116,0.19808624,0.799031008,1.933266715,2.150457974,0.270653736,0.141259579,0.632195881,2.165625,1.649782072,-0.874819079,-0.609479167,-1.08234375,-1.68703125,-0.193847288,-1.097334906,-0.62735456,-1.010802869,-1.205058962,1.062148438,-1.0675,-0.568159722,-0.725659722,0.1340625,-0.041833546,-1.15869898,-0.606045918,-0.834985119,0.312857143,0.802496366,-1.053909884,-0.56191376,-0.780968992,-0.196733285,-0.589542026,-1.209346264,-0.618740421,-0.947804119,0.035625,-0.916859923,-4.134398585,-1.165108507,-2.32870642,-1.791029554,-3.32980783,-13.66591082
Matthew Dellavedova,203521,1,Ball-Handler,0.209245742,0.100973236,0.087591241,0.170316302,0.431873479,-1.04,-1.06,-0.7,-1.52,-6.9,2.8,3,1.4,1.2,8.4,2.282981176,0.355532078,0.148905109,0.489435267,1.166058394,1.324170224,0.224808337,0.131221595,0.559794335,2.434788597,1.977372263,0.242335766,0.189781022,0.840227088,5.959854015,1.403227568,0.188758131,0.152301505,0.732707682,6.43050797,1.842335766,0.250319697,0.195959939,0.785831494,5.089076557,1.118382415,0.159003831,0.139743267,0.621752384,5.700729927,1.242981176,-0.704467922,-0.551094891,-1.030564733,-5.733941606,0.284170224,-0.835191663,-0.568778405,-0.960205665,-4.465211403,0.937372263,-0.817664234,-0.510218978,-0.679772912,-0.940145985,0.363227568,-0.871241869,-0.547698495,-0.787292318,-0.46949203,0.802335766,-0.809680303,-0.504040061,-0.734168506,-1.810923443,0.078382415,-0.900996169,-0.560256733,-0.898247616,-1.199270073,-1.04314637,-6.545216912,-2.010429846,-2.312497145,-3.056476546,-3.480388176,-18.448155
Andre Iguodala,2738,2,Wing,0.272845953,0.117493473,0.080939948,0.165796345,0.362924282,-1.42,-1.2,-0.84,-1.54,-5.61,4.2,0.2,0.2,1.4,6.9,2.97689295,0.413700701,0.137597911,0.476446338,0.979895561,1.726651559,0.261589241,0.121257205,0.544938174,2.046071235,2.578394256,0.281984334,0.175369887,0.817928634,5.008355091,1.829738371,0.219640859,0.140736399,0.713262642,5.403868493,2.402313437,0.291274516,0.181079604,0.764976623,4.276598458,1.458314576,0.185018457,0.129131779,0.605251943,4.790600522,1.55689295,-0.786299299,-0.702402089,-1.063553662,-4.630104439,0.306651559,-0.938410759,-0.718742795,-0.995061826,-3.563928765,1.158394256,-0.918015666,-0.664630113,-0.722071366,-0.601644909,0.409738371,-0.980359141,-0.699263601,-0.826737358,-0.206131507,0.982313437,-0.908725484,-0.658920396,-0.775023377,-1.333401542,0.038314576,-1.014981543,-0.710868221,-0.934748057,-0.819399478,-0.9953621,-5.909492586,-1.747967798,-2.302753237,-2.693757362,-3.441682723,-17.09101581
Mike Muscala,203488,0,Big,0.391581633,0.154336735,0.0625,0.125,0.266581633,-2.82,-1.5,-0.56,-1.1,-3.81,3,0.6,1,2.2,4.8,4.272361708,0.543427766,0.10625,0.359210526,0.719770408,2.478046785,0.343617636,0.093632075,0.410849057,1.502916827,3.700446429,0.370408163,0.135416667,0.616666667,3.678826531,2.625994377,0.288515202,0.108673469,0.537755102,3.969346106,3.447739677,0.382611533,0.139825581,0.576744186,3.141323564,2.092936312,0.243036008,0.099712644,0.456321839,3.518877551,1.452361708,-0.956572234,-0.45375,-0.740789474,-3.090229592,-0.341953215,-1.156382364,-0.466367925,-0.689150943,-2.307083173,0.880446429,-1.129591837,-0.424583333,-0.483333333,-0.131173469,-0.194005623,-1.211484798,-0.451326531,-0.562244898,0.159346106,0.627739677,-1.117388467,-0.420174419,-0.523255814,-0.668676436,-0.727063688,-1.256963992,-0.460287356,-0.643678161,-0.291122449,-0.69875,-4.96093762,-1.288235544,-2.259715743,-2.101755458,-3.379115646,-14.68851001
Noah Vonleh,203943,0,Big,0.349315068,0.156164384,0.073972603,0.147945205,0.27260274,-2.42,-1.36,-0.68,-1.26,-3.99,4.6,0.8,0.2,1.2,0.9,3.811211247,0.549863014,0.125753425,0.425147801,0.736027397,2.210571207,0.347686741,0.110819333,0.486265185,1.536862238,3.301027397,0.374794521,0.160273973,0.729863014,3.761917808,2.342549623,0.291931786,0.12862175,0.636466313,4.058999161,3.075597324,0.387142402,0.165492195,0.682612297,3.21227461,1.867028814,0.245914029,0.11801606,0.540085026,3.598356164,1.391211247,-0.810136986,-0.554246575,-0.834852199,-3.253972603,-0.209428793,-1.012313259,-0.569180667,-0.773734815,-2.453137762,0.881027397,-0.985205479,-0.519726027,-0.530136986,-0.228082192,-0.077450377,-1.068068214,-0.55137825,-0.623533687,0.068999161,0.655597324,-0.972857598,-0.514507805,-0.577387703,-0.77772539,-0.552971186,-1.114085971,-0.56198394,-0.719914974,-0.391643836,-0.808024513,-5.017795296,-1.382123288,-2.251431367,-2.186881172,-3.340599906,-14.98685554
Shelvin Mack,202714,1,Ball-Handler,0.203367876,0.112694301,0.10880829,0.211139896,0.363989637,-1.18,-1,-1.06,-1.92,-5.16,4,1.8,2.2,1.4,6.6,2.218850559,0.396802563,0.184974093,0.606749386,0.982772021,1.286973311,0.250904292,0.163007137,0.693973018,2.052077427,1.921826425,0.270466321,0.235751295,1.041623489,5.023056995,1.363809876,0.210669345,0.18919319,0.908332452,5.419731416,1.790583203,0.279377033,0.243426919,0.974189661,4.289152308,1.086966232,0.17746114,0.173592996,0.770781967,4.804663212,1.038850559,-0.603197437,-0.875025907,-1.313250614,-4.177227979,0.106973311,-0.749095708,-0.896992863,-1.226026982,-3.107922573,0.741826425,-0.729533679,-0.824248705,-0.878376511,-0.136943005,0.183809876,-0.789330655,-0.87080681,-1.011667548,0.259731416,0.610583203,-0.720622967,-0.816573081,-0.945810339,-0.870847692,-0.093033768,-0.82253886,-0.886407004,-1.149218033,-0.355336788,-1.752623398,-5.873064816,-1.827275475,-2.22826372,-2.743270876,-3.306534453,-17.73103274
JJ Redick,200755,1,Ball-Handler,0.222358722,0.095823096,0.114250614,0.230958231,0.336609337,-0.88,-0.76,-0.96,-2.36,-5.1,2.2,0.8,0.6,7,18,2.426050692,0.337398164,0.194226044,0.663701022,0.908845209,1.407153122,0.213341987,0.171160354,0.75911177,1.897714524,2.101289926,0.22997543,0.247542998,1.139393939,4.645208845,1.49116482,0.179130522,0.19865617,0.993591736,5.012044326,1.957790983,0.23755214,0.255602537,1.065630535,3.966510485,1.188469033,0.150893841,0.182275693,0.843130278,4.443243243,1.546050692,-0.422601836,-0.765773956,-1.696298978,-4.191154791,0.527153122,-0.546658013,-0.788839646,-1.60088823,-3.202285476,1.221289926,-0.53002457,-0.712457002,-1.220606061,-0.454791155,0.61116482,-0.580869478,-0.76134383,-1.366408264,-0.087955674,1.077790983,-0.52244786,-0.704397463,-1.294369465,-1.133489515,0.308469033,-0.609106159,-0.777724307,-1.516869722,-0.656756757,-1.338624079,-5.611518242,-1.696588862,-2.185412425,-2.576913319,-3.251987913,-16.66104484
Rajon Rondo,200765,1,Ball-Handler,0.247474747,0.102272727,0.128787879,0.167929293,0.353535354,-1.08,-1.06,-1.2,-1.5,-5.4,6.6,1.6,0.8,3.6,5.7,2.700079745,0.360107656,0.218939394,0.482575758,0.954545455,1.566094911,0.227701544,0.192938822,0.551948733,1.993138937,2.338636364,0.245454545,0.279040404,0.828451178,4.878787879,1.65959596,0.191187384,0.22393321,0.722438672,5.264069264,2.178928823,0.253541226,0.28812544,0.774817947,4.165961945,1.322709857,0.161050157,0.205468478,0.61303843,4.666666667,1.620079745,-0.699892344,-0.981060606,-1.017424242,-4.445454545,0.486094911,-0.832298456,-1.007061178,-0.948051267,-3.406861063,1.258636364,-0.814545455,-0.920959596,-0.671548822,-0.521212121,0.57959596,-0.868812616,-0.97606679,-0.777561328,-0.135930736,1.098928823,-0.806458774,-0.91187456,-0.725182053,-1.234038055,0.242709857,-0.898949843,-0.994531522,-0.88696157,-0.733333333,-1.078297448,-5.708177054,-1.66962963,-2.17877551,-2.578624618,-3.271066411,-16.48457067
Willie Cauley-Stein,1626161,0,Big,0.395728643,0.140703518,0.047738693,0.149497487,0.266331658,-2.52,-1.28,-0.5,-1.54,-3.93,7.6,2.6,1.2,2,0,4.317607776,0.495424491,0.081155779,0.429608569,0.719095477,2.50429032,0.313264435,0.071517967,0.491367213,1.501507538,3.739635678,0.337688442,0.103433836,0.737520938,3.675376884,2.653804738,0.263029433,0.083006871,0.643144293,3.965624039,3.484252659,0.348813837,0.106801449,0.689774454,3.138377936,2.115101369,0.221567608,0.076162421,0.545751747,3.515577889,1.797607776,-0.784575509,-0.418844221,-1.110391431,-3.210904523,-0.01570968,-0.966735565,-0.428482033,-1.048632787,-2.428492462,1.219635678,-0.942311558,-0.396566164,-0.802479062,-0.254623116,0.133804738,-1.016970567,-0.416993129,-0.896855707,0.035624039,0.964252659,-0.931186163,-0.393198551,-0.850225546,-0.791622064,-0.404898631,-1.058432392,-0.423837579,-0.994248253,-0.414422111,-0.516203385,-4.888052527,-1.176344221,-2.161390627,-2.001979666,-3.295838965,-14.03980939
Rodney McGruder,203585,1,Ball-Handler,0.264311815,0.085261876,0.108404385,0.22046285,0.321559074,-1.24,-0.76,-0.84,-1.96,-5.19,3,1.8,0.6,0.8,8.4,2.883781012,0.300211552,0.184287454,0.633540612,0.868209501,1.672644957,0.189828327,0.162402041,0.724615632,1.812865121,2.49774665,0.204628502,0.234876167,1.087616728,4.437515225,1.772507395,0.159387507,0.18849089,0.94844018,4.787948992,2.327173328,0.211370139,0.242523298,1.017205337,3.789162394,1.412701079,0.134262954,0.172948605,0.804816106,4.244579781,1.643781012,-0.459788448,-0.655712546,-1.326459388,-4.321790499,0.432644957,-0.570171673,-0.677597959,-1.235384368,-3.377134879,1.25774665,-0.555371498,-0.605123833,-0.872383272,-0.752484775,0.532507395,-0.600612493,-0.65150911,-1.01155982,-0.402051008,1.087173328,-0.548629861,-0.597476702,-0.942794663,-1.400837606,0.172701079,-0.625737046,-0.667051395,-1.155183894,-0.945420219,-0.79817937,-5.427643923,-1.527616728,-2.133225037,-2.402565504,-3.220691475,-15.50992204
Paul Zipser,1627835,2,Wing,0.31281407,0.119346734,0.065326633,0.177135678,0.325376884,-1.76,-1.02,-0.76,-1.24,-5.37,2.6,0.6,0.4,2.6,6.9,3.412966147,0.420226131,0.111055276,0.509032002,0.878517588,1.979581872,0.265715369,0.097866692,0.582208211,1.834388926,2.956092965,0.286432161,0.141541039,0.873869347,4.490201005,2.09776946,0.223105323,0.11358835,0.762044918,4.844795406,2.754218768,0.295868879,0.146149351,0.817295781,3.834150403,1.671937273,0.18793681,0.104222261,0.646647028,4.294974874,1.652966147,-0.599773869,-0.648944724,-0.730967998,-4.491482412,0.219581872,-0.754284631,-0.662133308,-0.657791789,-3.535611074,1.196092965,-0.733567839,-0.618458961,-0.366130653,-0.879798995,0.33776946,-0.796894677,-0.64641165,-0.477955082,-0.525204594,0.994218768,-0.724131121,-0.613850649,-0.422704219,-1.535849597,-0.088062727,-0.83206319,-0.655777739,-0.593352972,-1.075025126,-0.326720444,-5.390238931,-1.401863484,-2.108696544,-2.302316817,-3.244281754,-14.77411797
Raymond Felton,101109,1,Ball-Handler,0.202445652,0.110054348,0.105978261,0.188858696,0.392663043,-0.86,-0.92,-0.98,-1.92,-5.82,4.6,1,0.8,3.4,5.4,2.208788616,0.387507151,0.180163043,0.542720252,1.060190217,1.281137203,0.245026661,0.158767432,0.620739336,2.213730517,1.913111413,0.264130435,0.229619565,0.931702899,5.41875,1.357625333,0.20573425,0.184272405,0.812477817,5.846672582,1.782463347,0.272832406,0.237095551,0.871385238,4.627031724,1.082037106,0.173303973,0.169077961,0.689442779,5.183152174,1.348788616,-0.532492849,-0.799836957,-1.377279748,-4.759809783,0.421137203,-0.674973339,-0.821232568,-1.299260664,-3.606269483,1.053111413,-0.655869565,-0.750380435,-0.988297101,-0.40125,0.497625333,-0.71426575,-0.795727595,-1.107522183,0.026672582,0.922463347,-0.647167594,-0.742904449,-1.048614762,-1.192968276,0.222037106,-0.746696027,-0.810922039,-1.230557221,-0.636847826,-1.360820938,-5.980598852,-1.742685688,-2.093217613,-2.709191734,-3.202986007,-17.08950083
Joe Harris,203925,2,Wing,0.26869455,0.126742712,0.0747782,0.188846641,0.340937896,-1.3,-1.02,-0.82,-1.8,-5.19,4,0.4,0.2,0.8,12.9,2.931598959,0.446267761,0.12712294,0.542685611,0.920532319,1.700380228,0.282181888,0.112026209,0.620699715,1.922117799,2.539163498,0.30418251,0.162019434,0.931643431,4.704942966,1.801898554,0.236931274,0.130022503,0.812425959,5.076495693,2.365761783,0.314204026,0.167294485,0.871329619,4.017517022,1.436126043,0.199583352,0.119301313,0.689398773,4.500380228,1.631598959,-0.573732239,-0.69287706,-1.257314389,-4.269467681,0.400380228,-0.737818112,-0.707973791,-1.179300285,-3.267882201,1.239163498,-0.71581749,-0.657980566,-0.868356569,-0.485057034,0.501898554,-0.783068726,-0.689977497,-0.987574041,-0.113504307,1.065761783,-0.705795974,-0.652705515,-0.928670381,-1.172482978,0.136126043,-0.820416648,-0.700698687,-1.110601227,-0.689619772,-0.892324728,-5.49259416,-1.488048162,-2.072226016,-2.393893065,-3.185210291,-15.52429642
Dorian Finney-Smith,1627827,2,Wing,0.261498029,0.101182654,0.111695138,0.174770039,0.350854139,-1.44,-0.9,-0.98,-1.48,-5.37,2.6,0.2,0.2,0.8,7.2,2.853081126,0.356269452,0.189881735,0.502233903,0.947306176,1.65483847,0.225274589,0.167331961,0.574432847,1.978022959,2.471156373,0.242838371,0.242006132,0.862198861,4.841787122,1.753637802,0.189149615,0.194212771,0.751867843,5.224146531,2.302398924,0.25083886,0.249885402,0.806380833,4.134367265,1.397661879,0.159333605,0.17819868,0.638011086,4.631274639,1.413081126,-0.543730548,-0.790118265,-0.977766097,-4.422693824,0.21483847,-0.674725411,-0.812668039,-0.905567153,-3.391977041,1.031156373,-0.657161629,-0.737993868,-0.617801139,-0.528212878,0.313637802,-0.710850385,-0.785787229,-0.728132157,-0.145853469,0.862398924,-0.64916114,-0.730114598,-0.673619167,-1.235632735,-0.042338121,-0.740666395,-0.80180132,-0.841988914,-0.738725361,-0.898533785,-5.570099174,-1.510013141,-2.056985438,-2.426128717,-3.165520111,-15.62728037
David West,2561,0,Big,0.403225806,0.164222874,0.076246334,0.186217009,0.170087977,-2.48,-1.18,-0.74,-1.72,-2.37,2.6,1,0.6,3.2,0.3,4.399405772,0.578237382,0.129618768,0.535128878,0.459237537,2.551734632,0.365628285,0.11422564,0.612056659,0.958911083,3.810483871,0.394134897,0.165200391,0.918670577,2.347214076,2.704081633,0.30699623,0.132575259,0.801113173,2.532575259,3.550262566,0.407119962,0.170579008,0.859196617,2.004269249,2.155172414,0.258603836,0.121643577,0.679799103,2.24516129,1.919405772,-0.601762618,-0.610381232,-1.184871122,-1.910762463,0.071734632,-0.814371715,-0.62577436,-1.107943341,-1.411088917,1.330483871,-0.785865103,-0.574799609,-0.801329423,-0.022785924,0.224081633,-0.87300377,-0.607424741,-0.918886827,0.162575259,1.070262566,-0.772880038,-0.569420992,-0.860803383,-0.365730751,-0.324827586,-0.921396164,-0.618356423,-1.040200897,-0.12483871,-0.477609199,-3.887443701,-0.854296188,-2.012658448,-1.498572598,-3.02961978,-11.76019991
Spencer Dinwiddie,203915,2,Wing,0.204896907,0.083762887,0.113402062,0.233247423,0.364690722,-1.18,-0.78,-0.94,-2.14,-5.13,3.4,1,1.2,1.4,5.1,2.235533098,0.294933532,0.192783505,0.670279436,0.984664948,1.296649485,0.186490955,0.169889127,0.766635869,2.056029955,1.936275773,0.201030928,0.245704467,1.150687285,5.032731959,1.374063749,0.156585315,0.197180728,1.003439933,5.430170419,1.804045792,0.20765404,0.253704148,1.07619276,4.29741369,1.095138642,0.131902477,0.18092191,0.851487143,4.813917526,1.055533098,-0.485066468,-0.747216495,-1.469720564,-4.145335052,0.116649485,-0.593509045,-0.770110873,-1.373364131,-3.073970045,0.756275773,-0.578969072,-0.694295533,-0.989312715,-0.097268041,0.194063749,-0.623414685,-0.742819272,-1.136560067,0.300170419,0.624045792,-0.57234596,-0.686295852,-1.06380724,-0.83258631,-0.084861358,-0.648097523,-0.75907809,-1.288512857,-0.316082474,-1.646470429,-5.69430461,-1.603569588,-2.008559857,-2.530989571,-3.096632302,-16.58052636
