PLAYER_NAME,PLAYER_ID,Position_cluster,Position,DFGA_LT06,DFGA_6to10,DFGA_10to15,DFGA_15to3PT,DFGA_3PT,FG_LT_06_DefEPV,FG_6_to_10_DefEPV,FG_10_to_15_DefEPV,FG_15_to_3PT_DefEPV,FG3_DefEPV,LT5_OffEPV,5to10_OffEPV,10to15_OffEPV,15to3PT_OffEPV,3PT_OffEPV,BIG CLOSE RIM LT5,BIG CLOSE RIM 5TO10,BIG CLOSE RIM 10TO15,BIG CLOSE 15TO3,BIG CLOSE RIM 3,BIG STRETCH LT5,BIG STRETCH 5TO10,BIG STRETCH 10TO15,BIG STRETCH 15TO3,BIG STRETCH 3,BALLH PENETRATE LT5,BALLH PEN 5TO10,BALLH PEN 10TO15,BALLH PEN 15TO3,BALLH PEN 3,BALLH PER LT5,BALLH PER 5TO10,BALLH PER 10TO15,BALLH PER 15TO3,BALLH PER 3,WING SLASH LT5,WING SLASH 5TO10,WING SLASH 10TO15,WING SLASH 15TO3,WING SLASH 3,WING PER LT5,WING PER 5TO10,WING PER 10TO15,WING PER 15TO3,WING PER 3,BIG SCORE CLOSE LT5,BIG SCORE CLOSE 5TO10,BIG SCORE CLOSE 10TO15,BIG SCORE CLOSE 15TO3PT,BIG SCORE CLOSE 3,BIG SCORE STRETCH LT5,BIG SCORE STRETCH 5TO10,BIG SCORE STRETCH 10TO15,BIG SCORE STRETCH 15TO3,BIG SCORE STRETCH 3,BALLH PEN SCORE LT5,BALLH PENSCORE 5TO10,BALLH PEN SCORE 10TO15,BALLH PEN SCORE 15TO3,BALLH PEN SCORE 3,BALLH PER SCORE LT5,BALLH PER SCORE 5TO10,BALLH PER SCORE 10TO15,BALLH PER SCORE 15TO3,BALL PER SCORE 3,WING SLASH SCORE LT5,WING SLASH SCORE 5TO10,WING SLASH SCORE 10TO15,WING SLASH SCORE 15TO3 ,WING SLASH SCORE 3,WING PER SCORE LT5,WING PER SCORE 5TO10 ,WING PER SCORE 10TO15,WING PER SCORE 15TO3 ,WING PER SCORE 3,BIG CLOSE,BIG STRETCH,BALLH PEN,BALLH PER,WING SLASH,WING PER,Total
Jusuf Nurkic,203994,0,Big,0.495583906,0.158979392,0.079489696,0.144259078,0.121687929,-4.36,-1.8,-1.18,-1.52,-2.43,12.6,2.2,0.2,1.4,0,5.407081246,0.559774805,0.135132483,0.414555033,0.328557409,3.136204566,0.353954117,0.119084563,0.474149647,0.686044402,4.68326791,0.38155054,0.172227674,0.711678116,1.679293425,3.323446356,0.297194128,0.138214736,0.62060844,1.811908434,4.363443412,0.394121003,0.177835087,0.665604674,1.4339366,2.648810531,0.250346858,0.126818043,0.52662854,1.606280667,1.047081246,-1.240225195,-1.044867517,-1.105444967,-2.101442591,-1.223795434,-1.446045883,-1.060915437,-1.045850353,-1.743955598,0.32326791,-1.41844946,-1.007772326,-0.808321884,-0.750706575,-1.036553644,-1.502805872,-1.041785264,-0.89939156,-0.618091566,0.003443412,-1.405878997,-1.002164913,-0.854395326,-0.9960634,-1.711189469,-1.549653142,-1.053181957,-0.99337146,-0.823719333,-2.343456433,-6.520562705,-3.661982336,-5.098627907,-4.255059224,-6.13111536,-28.01080397
John Wall,202322,1,Ball-Handler,0.233954451,0.077639752,0.099378882,0.209109731,0.379917184,-1.8,-0.78,-0.92,-2.58,-7.44,15.2,2,2.8,10.2,10.5,2.552566198,0.273373652,0.168944099,0.600915332,1.025776398,1.480534396,0.172858315,0.148880816,0.687300285,2.141872729,2.210869565,0.186335404,0.215320911,1.031608006,5.242857143,1.568927198,0.145138801,0.172797566,0.899598597,5.65688934,2.059887332,0.192474361,0.222331359,0.964822572,4.476838076,1.250446205,0.122260298,0.158549297,0.763370696,5.014906832,0.752566198,-0.506626348,-0.751055901,-1.979084668,-6.414223602,-0.319465604,-0.607141685,-0.771119184,-1.892699715,-5.298127271,0.410869565,-0.593664596,-0.704679089,-1.548391994,-2.197142857,-0.231072802,-0.634861199,-0.747202434,-1.680401403,-1.78311066,0.259887332,-0.587525639,-0.697668641,-1.615177428,-2.963161924,-0.549553795,-0.657739702,-0.761450703,-1.816629304,-2.425093168,-2.484200719,-8.888553459,-4.633008972,-5.076648498,-5.6036463,-6.210466671,-32.89652462
Goran Dragic,201609,1,Ball-Handler,0.287784679,0.121118012,0.099378882,0.196687371,0.295031056,-2.22,-1.4,-1.12,-2.2,-5.7,10,4,4.4,4.4,12,3.139882314,0.426462896,0.168944099,0.565217391,0.796583851,1.821188328,0.269658971,0.148880816,0.646470565,1.66330716,2.719565217,0.29068323,0.215320911,0.970324362,4.071428571,1.929919297,0.226416529,0.172797566,0.846157096,4.392952212,2.533843709,0.300260003,0.222331359,0.90750638,3.476563628,1.538159492,0.190726066,0.158549297,0.718021941,3.894409938,0.919882314,-0.973537104,-0.951055901,-1.634782609,-4.903416149,-0.398811672,-1.130341029,-0.971119184,-1.553529435,-4.03669284,0.499565217,-1.10931677,-0.904679089,-1.229675638,-1.628571429,-0.290080703,-1.173583471,-0.947202434,-1.353842904,-1.307047788,0.313843709,-1.099739997,-0.897668641,-1.29249362,-2.223436372,-0.681840508,-1.209273934,-0.961450703,-1.481978059,-1.805590062,-2.639493298,-8.09049416,-4.372677709,-5.071757299,-5.19949492,-6.140133267,-31.51405065
Andre Drummond,203083,0,Big,0.442095588,0.139705882,0.090073529,0.182904412,0.145220588,-3.52,-1.66,-0.96,-2.14,-3.12,13.2,7.6,1.6,0.2,0.3,4.82349555,0.491911765,0.153125,0.52560952,0.392095588,2.797714345,0.311043285,0.134940344,0.60116884,0.818715316,4.177803309,0.335294118,0.195159314,0.902328431,2.004044118,2.964747149,0.261164466,0.156617647,0.786862245,2.162304922,3.892497435,0.346340629,0.201513338,0.843912449,1.711238885,2.362924696,0.219996619,0.143703516,0.66770622,1.916911765,1.30349555,-1.168088235,-0.806875,-1.61439048,-2.727904412,-0.722285655,-1.348956715,-0.825059656,-1.53883116,-2.301284684,0.657803309,-1.324705882,-0.764840686,-1.237671569,-1.115955882,-0.555252851,-1.398835534,-0.803382353,-1.353137755,-0.957695078,0.372497435,-1.313659371,-0.758486662,-1.296087551,-1.408761115,-1.157075304,-1.440003381,-0.816296484,-1.47229378,-1.203088235,-2.285858166,-6.736417869,-3.785370711,-5.068303571,-4.404497264,-6.088757184,-28.36920477
Otto Porter Jr.,203490,2,Wing,0.289746002,0.112888053,0.058325494,0.182502352,0.3565381,-2.18,-1.6,-0.78,-2.1,-6.75,4.6,1.4,1.4,4.2,12.9,3.161281378,0.397484775,0.09915334,0.524454127,0.962652869,1.83360017,0.251335664,0.087378193,0.599847353,2.010067626,2.738099718,0.270931326,0.126371903,0.900344936,4.920225776,1.943072168,0.211031543,0.10141494,0.785132567,5.308779542,2.551112472,0.279857359,0.130486337,0.842057363,4.201345468,1.548642424,0.177766244,0.093052627,0.666238471,4.706302916,0.981281378,-1.202515225,-0.68084666,-1.575545873,-5.787347131,-0.34639983,-1.348664336,-0.692621807,-1.500152647,-4.739932374,0.558099718,-1.329068674,-0.653628097,-1.199655064,-1.829774224,-0.236927832,-1.388968457,-0.67858506,-1.314867433,-1.441220458,0.371112472,-1.320142641,-0.649513663,-1.257942637,-2.548654532,-0.631357576,-1.422233756,-0.686947373,-1.433761529,-2.043697084,-2.47762638,-8.627770993,-4.454026341,-5.06056924,-5.405141001,-6.217997318,-32.24313127
Kent Bazemore,203145,2,Wing,0.213764338,0.114702815,0.103232534,0.190823775,0.377476538,-1.9,-1.36,-1.04,-2.24,-6.78,6.4,1,0.8,4.2,10.8,2.332281434,0.40387465,0.175495308,0.548367269,1.019186653,1.352765263,0.25537608,0.154654022,0.627198143,2.128113011,2.020072993,0.275286757,0.22367049,0.941397289,5.209176225,1.433529825,0.214424039,0.179498202,0.820931668,5.620548616,1.882120426,0.284356282,0.230952785,0.880452021,4.448078182,1.14253353,0.180623974,0.164697422,0.696616447,4.982690302,0.432281434,-0.95612535,-0.864504692,-1.691632731,-5.760813347,-0.547234737,-1.10462392,-0.885345978,-1.612801857,-4.651886989,0.120072993,-1.084713243,-0.81632951,-1.298602711,-1.570823775,-0.466470175,-1.145575961,-0.860501798,-1.419068332,-1.159451384,-0.017879574,-1.075643718,-0.809047215,-1.359547979,-2.331921818,-0.75746647,-1.179376026,-0.875302578,-1.543383553,-1.797309698,-3.07998134,-8.801893482,-4.650396246,-5.051067651,-5.594040304,-6.152838325,-33.33021735
Timofey Mozgov,202389,0,Big,0.397727273,0.164256198,0.070247934,0.19214876,0.175619835,-3.14,-1.96,-0.78,-2.16,-3.54,6.4,2,1,2.6,0,4.339413876,0.578354719,0.119421488,0.552174859,0.474173554,2.51693825,0.365702479,0.105239358,0.631553095,0.990098238,3.758522727,0.394214876,0.152203857,0.947933884,2.423553719,2.667207792,0.307058526,0.122145387,0.82663181,2.614943498,3.501849894,0.407202575,0.157159331,0.886565443,2.069455122,2.125783699,0.258656312,0.112073715,0.701453406,2.318181818,1.199413876,-1.381645281,-0.660578512,-1.607825141,-3.065826446,-0.62306175,-1.594297521,-0.674760642,-1.528446905,-2.549901762,0.618522727,-1.565785124,-0.627796143,-1.212066116,-1.116446281,-0.472792208,-1.652941474,-0.657854613,-1.33336819,-0.925056502,0.361849894,-1.552797425,-0.622840669,-1.273434557,-1.470544878,-1.014216301,-1.701343688,-0.667926285,-1.458546594,-1.221818182,-2.450635059,-6.970468579,-3.903570937,-5.042012987,-4.557767634,-6.06385105,-28.98830625
Ryan Anderson,201583,2,Wing,0.366156788,0.149139579,0.06500956,0.187380497,0.232313576,-2.6,-1.82,-0.9,-2.44,-4.38,3.8,0.8,0.6,2.2,21,3.994963269,0.525128308,0.110516252,0.538472376,0.627246654,2.317150691,0.332046611,0.097391681,0.615880804,1.309722573,3.460181644,0.35793499,0.140854047,0.924410453,3.205927342,2.455492254,0.278799703,0.113037031,0.806118547,3.459101729,3.223882787,0.369727422,0.145439993,0.864564898,2.737518342,1.9570449,0.234851981,0.103716402,0.684046504,3.066539197,1.394963269,-1.294871692,-0.789483748,-1.901527624,-3.752753346,-0.282849309,-1.487953389,-0.802608319,-1.824119196,-3.070277427,0.860181644,-1.46206501,-0.759145953,-1.515589547,-1.174072658,-0.144507746,-1.541200297,-0.786962969,-1.633881453,-0.920898271,0.623882787,-1.450272578,-0.754560007,-1.575435102,-1.642481658,-0.6429551,-1.585148019,-0.796283598,-1.755953496,-1.313460803,-2.590919795,-7.467807641,-4.050691523,-5.027450736,-4.798866557,-6.093801015,-30.02953727
Cody Zeller,203469,0,Big,0.463366337,0.203960396,0.079207921,0.128712871,0.124752475,-3.98,-2.3,-1,-1.34,-2.43,10.2,1.8,0.4,1.8,0,5.05557061,0.718155289,0.134653465,0.369880146,0.336831683,2.932322062,0.454100504,0.118662432,0.423052494,0.703321502,4.378811881,0.48950495,0.171617162,0.634983498,1.721584158,3.107391392,0.381281067,0.137724793,0.553728026,1.857538897,4.079778955,0.505632052,0.177204697,0.593875201,1.470048354,2.476613179,0.321179014,0.126368499,0.469875953,1.646732673,1.07557061,-1.581844711,-0.865346535,-0.970119854,-2.093168317,-1.047677938,-1.845899496,-0.881337568,-0.916947506,-1.726678498,0.398811881,-1.81049505,-0.828382838,-0.705016502,-0.708415842,-0.872608608,-1.918718933,-0.862275207,-0.786271974,-0.572461103,0.099778955,-1.794367948,-0.822795303,-0.746124799,-0.959951646,-1.503386821,-1.978820986,-0.873631501,-0.870124047,-0.783267327,-2.34174049,-6.418541005,-3.65349835,-5.012335825,-4.223460741,-6.009230682,-27.65880709
JaMychal Green,203210,0,Big,0.265690377,0.118200837,0.078451883,0.170502092,0.367154812,-2.08,-1.36,-0.98,-1.94,-6.99,6.2,0.6,0.6,2,5.7,2.898821845,0.416191368,0.133368201,0.48996917,0.991317992,1.681368911,0.263164127,0.117529802,0.560404989,2.069921844,2.510774059,0.283682008,0.169979079,0.841143654,5.066736402,1.781752199,0.220963197,0.136410213,0.733506959,5.466860217,2.339311083,0.293028121,0.175513282,0.786688722,4.326449839,1.420069254,0.186132352,0.125162314,0.622430626,4.846443515,0.818821845,-0.943808632,-0.846631799,-1.45003083,-5.998682008,-0.398631089,-1.096835873,-0.862470198,-1.379595011,-4.920078156,0.430774059,-1.076317992,-0.810020921,-1.098856346,-1.923263598,-0.298247801,-1.139036803,-0.843589787,-1.206493041,-1.523139783,0.259311083,-1.066971879,-0.804486718,-1.153311278,-2.663550161,-0.659930746,-1.173867648,-0.854837686,-1.317569374,-2.143556485,-2.421649416,-8.657610326,-4.477684798,-5.010507215,-5.429008952,-6.149761939,-32.14622265
Dirk Nowitzki,1717,0,Big,0.409134158,0.127497621,0.070409134,0.159847764,0.233111323,-3.66,-1.4,-1.04,-1.86,-4.29,1.8,1.2,3.8,10.8,11.7,4.463868997,0.448925835,0.119695528,0.459351996,0.629400571,2.589124464,0.283862629,0.105480854,0.525386424,1.31422006,3.866317793,0.305994291,0.152553124,0.788582303,3.216936251,2.743703761,0.238342492,0.122425678,0.687671605,3.470980019,3.602283539,0.316075498,0.15751997,0.737530148,2.746918771,2.186751534,0.200772116,0.112330894,0.583536205,3.077069458,0.803868997,-0.951074165,-0.920304472,-1.400648004,-3.660599429,-1.070875536,-1.116137371,-0.934519146,-1.334613576,-2.97577994,0.206317793,-1.094005709,-0.887446876,-1.071417697,-1.073063749,-0.916296239,-1.161657508,-0.917574322,-1.172328395,-0.819019981,-0.057716461,-1.083924502,-0.88248003,-1.122469852,-1.543081229,-1.473248466,-1.199227884,-0.927669106,-1.276463795,-1.212930542,-2.468157644,-7.43192557,-3.919616239,-4.986876444,-4.689672073,-6.089539792,-29.58578776
Dennis Schroder,203471,1,Ball-Handler,0.184505607,0.104994903,0.117227319,0.182466871,0.410805301,-1.24,-1.36,-1.3,-2.06,-7.53,12.8,2.4,1.8,6.4,11.1,2.013053275,0.36969258,0.199286442,0.524352165,1.109174312,1.167607178,0.233762237,0.175619795,0.599730733,2.316011771,1.743577982,0.251987768,0.253992525,0.900169895,5.66911315,1.23731719,0.196276186,0.203831992,0.784979925,6.11680709,1.624507503,0.26028969,0.262262049,0.841893654,4.84081502,0.986150656,0.165336802,0.187024734,0.666108943,5.422629969,0.773053275,-0.99030742,-1.100713558,-1.535647835,-6.420825688,-0.072392822,-1.126237763,-1.124380205,-1.460269267,-5.213988229,0.503577982,-1.108012232,-1.046007475,-1.159830105,-1.86088685,-0.00268281,-1.163723814,-1.096168008,-1.275020075,-1.41319291,0.384507503,-1.09971031,-1.037737951,-1.218106346,-2.68918498,-0.253849344,-1.194663198,-1.112975266,-1.393891057,-2.107370031,-2.853615537,-8.997268286,-4.671158682,-4.950787618,-5.660232084,-6.062748896,-33.1958111
Joakim Noah,201149,0,Big,0.411706349,0.205357143,0.081349206,0.159722222,0.141865079,-3.08,-2.32,-1.04,-1.9,-2.67,8.2,0.4,0,0,0,4.491932957,0.723073308,0.138293651,0.458991228,0.383035714,2.605402066,0.457210243,0.12187032,0.524973795,0.799797844,3.890625,0.492857143,0.176256614,0.787962963,1.957738095,2.760953191,0.383892128,0.141448008,0.687131519,2.11234208,3.624930786,0.509094684,0.181995201,0.736950904,1.671698505,2.200499453,0.323378489,0.129784711,0.583077905,1.872619048,1.411932957,-1.596926692,-0.901706349,-1.441008772,-2.286964286,-0.474597934,-1.862789757,-0.91812968,-1.375026205,-1.870202156,0.810625,-1.827142857,-0.863743386,-1.112037037,-0.712261905,-0.319046809,-1.936107872,-0.898551992,-1.212868481,-0.55765792,0.544930786,-1.810905316,-0.858004799,-1.163049096,-0.998301495,-0.879500547,-1.996621511,-0.910215289,-1.316922095,-0.797380952,-2.527708855,-6.500745732,-3.704560185,-4.924233074,-4.285329919,-5.900640394,-27.84321816
Marcus Morris,202694,2,Wing,0.217622081,0.105095541,0.111464968,0.203821656,0.361995754,-1.62,-1.22,-1.36,-2.56,-6.24,3.2,1.8,3.4,8.4,13.5,2.374371438,0.370046933,0.189490446,0.585719075,0.977388535,1.377178224,0.2339863,0.166987141,0.669919481,2.040836438,2.056528662,0.252229299,0.241507431,1.00552017,4.995541401,1.459400321,0.196464318,0.193812557,0.876849084,5.390042896,1.916086506,0.260539179,0.249370464,0.940423641,4.26565694,1.1631525,0.165495278,0.177831466,0.744066183,4.778343949,0.754371438,-0.849953067,-1.170509554,-1.974280925,-5.262611465,-0.242821776,-0.9860137,-1.193012859,-1.890080519,-4.199163562,0.436528662,-0.967770701,-1.118492569,-1.55447983,-1.244458599,-0.160599679,-1.023535682,-1.166187443,-1.683150916,-0.849957104,0.296086506,-0.959460821,-1.110629536,-1.619576359,-1.97434306,-0.4568475,-1.054504722,-1.182168534,-1.815933817,-1.461656051,-3.240372109,-8.511092417,-4.448673036,-4.883430825,-5.367923271,-5.971110623,-32.42260228
Luol Deng,2736,2,Wing,0.280318091,0.099403579,0.085487078,0.168986083,0.365805169,-1.78,-1.1,-0.9,-1.98,-7.5,4.6,1,1,2.8,8.7,3.058417914,0.350005232,0.145328032,0.48561264,0.987673956,1.773937507,0.221313628,0.12806932,0.555422184,2.062312915,2.649005964,0.238568588,0.185222001,0.833664679,5.048111332,1.879847446,0.185823833,0.148642837,0.726985029,5.446764312,2.46810301,0.246428406,0.191252485,0.779693929,4.310546026,1.498251868,0.156532072,0.13638628,0.616896323,4.828628231,1.278417914,-0.749994768,-0.754671968,-1.49438736,-6.512326044,-0.006062493,-0.878686372,-0.77193068,-1.424577816,-5.437687085,0.869005964,-0.861431412,-0.714777999,-1.146335321,-2.451888668,0.099847446,-0.914176167,-0.751357163,-1.253014971,-2.053235688,0.68810301,-0.853571594,-0.708747515,-1.200306071,-3.189453974,-0.281748132,-0.943467928,-0.76361372,-1.363103677,-2.671371769,-1.720636183,-8.518944447,-4.305427435,-4.871936544,-5.263976143,-6.023305226,-30.70422598
Ish Smith,202397,1,Ball-Handler,0.212314225,0.127388535,0.11358811,0.193205945,0.353503185,-1.54,-1.26,-1.3,-1.98,-6.66,6.2,2.4,1.8,6.2,3.9,2.31645994,0.448541737,0.193099788,0.555212873,0.954458599,1.343588511,0.283619757,0.170167848,0.635027841,1.992957577,2.006369427,0.305732484,0.246107573,0.953149328,4.878343949,1.423805191,0.238138568,0.197504225,0.83117986,5.263590277,1.869352688,0.315805066,0.254120377,0.891443243,4.165582877,1.134782927,0.200600337,0.181218732,0.705312736,4.666242038,0.77645994,-0.811458263,-1.106900212,-1.424787127,-5.705541401,-0.196411489,-0.976380243,-1.129832152,-1.344972159,-4.667042423,0.466369427,-0.954267516,-1.053892427,-1.026850672,-1.781656051,-0.116194809,-1.021861432,-1.102495775,-1.14882014,-1.396409723,0.329352688,-0.944194934,-1.045879623,-1.088556757,-2.494417123,-0.405217073,-1.059399663,-1.118781268,-1.274687264,-1.993757962,-2.566685663,-8.314638465,-4.35029724,-4.78578188,-5.243695749,-5.851843229,-31.11294223
Avery Bradley,202340,1,Ball-Handler,0.259481038,0.081836327,0.097804391,0.194610778,0.366267465,-1.42,-0.94,-1.14,-2.48,-7.14,8.2,1.4,1.4,7,15,2.831074693,0.288150016,0.166267465,0.559249921,0.988922156,1.642074342,0.182201634,0.14652205,0.639645238,2.064919218,2.452095808,0.196407186,0.211909514,0.96007984,5.054491018,1.740111614,0.152983828,0.17005988,0.837223512,5.453647806,2.284640022,0.202877965,0.218808894,0.89792508,4.315993594,1.38688141,0.128868699,0.156037351,0.710441187,4.834730539,1.411074693,-0.651849984,-0.973732535,-1.920750079,-6.151077844,0.222074342,-0.757798366,-0.99347795,-1.840354762,-5.075080782,1.032095808,-0.743592814,-0.928090486,-1.51992016,-2.085508982,0.320111614,-0.787016172,-0.96994012,-1.642776488,-1.686352194,0.864640022,-0.737122035,-0.921191106,-1.58207492,-2.824006406,-0.03311859,-0.811131301,-0.983962649,-1.769558813,-2.305269461,-2.135257905,-8.444637517,-4.245016633,-4.765973359,-5.199754445,-5.903040815,-30.69368067
Lucas Nogueira,203512,0,Big,0.443523316,0.162694301,0.055958549,0.137823834,0.2,-3.86,-2.18,-0.66,-1.44,-3.57,5,0,0,0.2,0.6,4.839072812,0.572855195,0.095129534,0.396062176,0.54,2.806749438,0.362225046,0.083832242,0.452998338,1.12754717,4.191295337,0.390466321,0.121243523,0.679930915,2.76,2.974321666,0.304138733,0.097299355,0.59292376,2.977959184,3.90506808,0.403330522,0.125190987,0.635912761,2.356744186,2.370555655,0.256196772,0.089276398,0.503136204,2.64,0.979072812,-1.607144805,-0.564870466,-1.043937824,-3.03,-1.053250562,-1.817774954,-0.576167758,-0.987001662,-2.44245283,0.331295337,-1.789533679,-0.538756477,-0.760069085,-0.81,-0.885678334,-1.875861267,-0.562700645,-0.84707624,-0.592040816,0.04506808,-1.776669478,-0.534809013,-0.804087239,-1.213255814,-1.489444345,-1.923803228,-0.570723602,-0.936863796,-0.93,-2.236880284,-6.876647766,-3.567063903,-4.763357301,-4.283753464,-5.850834971,-27.57853769
Chris Paul,101108,1,Ball-Handler,0.215568862,0.081836327,0.101796407,0.204590818,0.396207585,-1.2,-0.9,-1.14,-2.56,-7.47,2.4,1.4,3.8,8.6,15,2.351969745,0.288150016,0.173053892,0.587929404,1.069760479,1.364184838,0.182201634,0.152502542,0.672447558,2.233713705,2.037125748,0.196407186,0.220558882,1.009314704,5.467664671,1.445631187,0.152983828,0.1770011,0.880158051,5.899450079,1.898008634,0.202877965,0.227739869,0.94397252,4.66879961,1.152178402,0.128868699,0.162406222,0.746874068,5.22994012,1.151969745,-0.611849984,-0.966946108,-1.972070596,-6.400239521,0.164184838,-0.717798366,-0.987497458,-1.887552442,-5.236286295,0.837125748,-0.703592814,-0.919441118,-1.550685296,-2.002335329,0.245631187,-0.747016172,-0.9629989,-1.679841949,-1.570549921,0.698008634,-0.697122035,-0.912260131,-1.61602748,-2.80120039,-0.047821598,-0.771131301,-0.977593778,-1.813125932,-2.24005988,-2.398896943,-8.664949723,-4.338928809,-4.714775755,-5.328601402,-5.849732489,-31.29588512
Garrett Temple,202066,2,Wing,0.208625878,0.086258776,0.050150451,0.172517553,0.482447342,-1.32,-1.28,-0.52,-2.04,-9.12,3.2,0.4,0.6,2.2,10.2,2.276218128,0.303721691,0.085255767,0.495760967,1.302607823,1.320247535,0.192047842,0.075131054,0.56702939,2.719910675,1.971514544,0.207021063,0.108659311,0.851086593,6.65777332,1.399070681,0.1612511,0.087200377,0.742177553,7.183542464,1.836878076,0.213841525,0.112197056,0.795987964,5.685024842,1.115069346,0.135832786,0.080010145,0.629788215,6.368304915,0.956218128,-0.976278309,-0.434744233,-1.544239033,-7.817392177,0.000247535,-1.087952158,-0.444868946,-1.47297061,-6.400089325,0.651514544,-1.072978937,-0.411340689,-1.188913407,-2.46222668,0.079070681,-1.1187489,-0.432799623,-1.297822447,-1.936457536,0.516878076,-1.066158475,-0.407802944,-1.244012036,-3.434975158,-0.204930654,-1.144167214,-0.439989855,-1.410211785,-2.751695085,-1.999043446,-9.405633504,-4.483945169,-4.706757824,-5.636070537,-5.950994593,-32.18244507
Trevor Booker,202344,2,Wing,0.317813765,0.113360324,0.072874494,0.142712551,0.353238866,-2.62,-1.3,-0.82,-1.82,-6.48,9.2,3,0.8,1.6,3.3,3.467515449,0.399147667,0.12388664,0.410110803,0.953744939,2.01122145,0.252387136,0.109174242,0.469066534,1.99146742,3.003340081,0.272064777,0.157894737,0.704048583,4.874696356,2.131298025,0.211914401,0.126712385,0.613955218,5.259654631,2.798239337,0.281028152,0.163035496,0.658469071,4.162468223,1.698659779,0.178509935,0.116264135,0.520982828,4.662753036,0.847515449,-0.900852333,-0.69611336,-1.409889197,-5.526255061,-0.60877855,-1.047612864,-0.710825758,-1.350933466,-4.48853258,0.383340081,-1.027935223,-0.662105263,-1.115951417,-1.605303644,-0.488701975,-1.088085599,-0.693287615,-1.206044782,-1.220345369,0.178239337,-1.018971848,-0.656964504,-1.161530929,-2.317531777,-0.921340221,-1.121490065,-0.703735865,-1.299017172,-1.817246964,-2.159339442,-8.206683217,-4.027955466,-4.696465339,-4.976759721,-5.862830285,-29.93003347
Enes Kanter,202683,0,Big,0.458896982,0.164412071,0.058272633,0.150884495,0.167533819,-3.86,-1.76,-0.78,-1.74,-3.18,13.8,2.4,1.2,2.4,1.5,5.006807602,0.578903554,0.099063476,0.433594392,0.452341311,2.904038639,0.366049516,0.087299001,0.49592602,0.944511417,4.336576483,0.39458897,0.126257371,0.74436351,2.311966701,3.077419355,0.307349912,0.101323027,0.649111257,2.494544373,4.040427849,0.407588994,0.130368076,0.696174044,1.974171769,2.45272525,0.258901767,0.092968292,0.550815123,2.21144641,1.146807602,-1.181096446,-0.680936524,-1.306405608,-2.727658689,-0.955961361,-1.393950484,-0.692700999,-1.24407398,-2.235488583,0.476576483,-1.36541103,-0.653742629,-0.99563649,-0.868033299,-0.782580645,-1.452650088,-0.678676973,-1.090888743,-0.685455627,0.180427849,-1.352411006,-0.649631924,-1.043825956,-1.205828231,-1.40727475,-1.501098233,-0.687031708,-1.189184877,-0.96855359,-2.021630977,-6.522175407,-3.406246965,-4.690252076,-4.071269269,-5.753143158,-26.46471785
Thabo Sefolosha,200757,2,Wing,0.192107996,0.073727934,0.113187954,0.241952233,0.379023884,-1.18,-0.74,-1.26,-2.46,-7.32,5,0.8,0.6,2.6,5.7,2.095999344,0.259599934,0.192419522,0.695294311,1.023364486,1.215717393,0.164148984,0.169568369,0.795246772,2.136836537,1.815420561,0.17694704,0.245240568,1.193631014,5.230529595,1.288299744,0.137826096,0.196808443,1.04088838,5.643588276,1.691443889,0.182776691,0.253225144,1.116356348,4.466311671,1.026784116,0.116100309,0.180580323,0.883264702,5.003115265,0.915999344,-0.480400066,-1.067580478,-1.764705689,-6.296635514,0.035717393,-0.575851016,-1.090431631,-1.664753228,-5.183163463,0.635420561,-0.56305296,-1.014759432,-1.266368986,-2.089470405,0.108299744,-0.602173904,-1.063191557,-1.41911162,-1.676411724,0.511443889,-0.557223309,-1.006774856,-1.343643652,-2.853688329,-0.153215884,-0.623899691,-1.079419677,-1.576735298,-2.316884735,-2.396686889,-8.478481945,-4.298231222,-4.652589061,-5.249886257,-5.750155286,-30.82603066
Taj Gibson,201959,0,Big,0.335035751,0.127681307,0.064351379,0.175689479,0.297242084,-3.04,-1.5,-0.52,-2.18,-5.19,9.8,3,1.8,3,0.6,3.655416375,0.449572604,0.109397344,0.504876082,0.802553626,2.120207374,0.28427159,0.096405651,0.577454854,1.675772351,3.166087845,0.306435138,0.139427988,0.866734763,4.101940756,2.246790769,0.238685873,0.111892602,0.75582331,4.425873966,2.949872913,0.316530869,0.143967504,0.810623085,3.502617764,1.790708323,0.201061369,0.102666338,0.64136757,3.923595506,0.615416375,-1.050427396,-0.410602656,-1.675123918,-4.387446374,-0.919792626,-1.21572841,-0.423594349,-1.602545146,-3.514227649,0.126087845,-1.193564862,-0.380572012,-1.313265237,-1.088059244,-0.793209231,-1.261314127,-0.408107398,-1.42417669,-0.764126034,-0.090127087,-1.183469131,-0.376032496,-1.369376915,-1.687382236,-1.249291677,-1.298938631,-0.417333662,-1.53863243,-1.266404494,-2.520737595,-7.67588818,-3.84937351,-4.650933481,-4.706387866,-5.770600895,-29.17392153
